brand,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,warranty,Touchscreen,msoffice,Price,rating,Number of Ratings,Number of Reviews
3,1.0,Core i5,,,1.0,,,,1,,,,1,2,109999,,0,0
2,1.0,Core i5,,,1.0,,,,1,,,,1,1,82990,,0,0
6,1.0,Core i5,,,1.0,,,,1,,,,1,1,79990,,5,0
1,1.0,Core i5,,,,,,,1,,,,1,2,114990,,0,0
5,1.0,Core i5,,,,,,,1,,,,1,2,129999,,0,0
7,1.0,Core i5,,,,,,,2,,,,0,2,149990,,10,3
6,1.0,Core i5,,,1.0,,,,1,,,,0,2,71290,,0,0
6,1.0,Core i5,,,1.0,,,,1,,,,0,1,79500,,10,1
6,1.0,Core i5,,,1.0,,,,1,,,,0,1,82990,,15,3
6,1.0,Core i5,,,1.0,,,,1,,,,0,1,70980,,138,23
1,1.0,Core i5,,,,,,,1,,,,1,2,99990,,0,0
5,1.0,Core i5,,,1.0,,,,2,,,,0,2,94000,,0,0
6,1.0,Core i5,,,1.0,,,,1,,,,1,2,82990,,16,3
7,1.0,Core i5,,,,,,,1,,,,0,2,79990,,11,4
1,1.0,Core i5,,,1.0,,,,1,,,,0,2,85990,,0,0
1,1.0,Core i5,,,1.0,,,,1,,,,0,2,86990,,0,0
1,1.0,Core i5,,,4.0,,,,1,,,,0,1,105990,,4,0
1,1.0,Core i5,,,4.0,,,,1,,,,0,2,84990,,0,0
2,1.0,Core i5,,,1.0,,,,1,,,,0,1,59999,,22,3
2,1.0,Core i5,,,1.0,,,,1,,,,0,1,91999,,16,2
6,1.0,Core i5,,,1.0,,,,1,,,,1,1,78900,,16,1
1,1.0,Core i5,,,4.0,,,,1,,,,0,2,132790,,0,0
2,1.0,Core i5,,,1.0,,,,1,,,,0,2,60990,,14,6
4,1.0,Core i5,,,1.0,,,,1,,,,0,2,65556,,0,0
6,1.0,Core i5,,,1.0,,,,1,,,,0,2,70190,,6,3
6,1.0,Core i5,,,1.0,,,,1,,,,1,2,79590,,0,0
4,1.0,Core i5,,,1.0,,,,1,,,,0,2,65556,,0,0
1,1.0,Core i5,,,1.0,,,,1,,,,0,2,76990,,0,0
4,1.0,Core i5,,,1.0,,,,1,,,,0,2,65556,,0,0
4,1.0,Core i5,,,1.0,,,,1,,,,0,2,44990,,17,3
1,1.0,Core i5,,,1.0,,,,1,,,,1,1,84990,,17,2
2,1.0,Core i5,,,1.0,,,,1,,,,1,1,86999,,3,0
5,1.0,Core i5,,,1.0,,,,1,,,,0,2,78000,,512,85
4,1.0,Core i5,,,1.0,,,,1,,,,0,2,73063,,17,3
4,1.0,Core i5,,,1.0,,,,1,,,,0,2,73063,,17,3
5,1.0,Core i5,,,1.0,,,,1,,,,0,1,100990,,0,0
2,1.0,Core i5,,,1.0,,,,1,,,,0,1,74990,,3,1
1,1.0,Core i5,,,1.0,,,,1,,,,0,2,75990,,1365,137
2,1.0,Core i5,,,1.0,,,,2,,,,0,1,84086,,8,3
1,1.0,Core i5,,,1.0,,,,1,,,,0,2,75990,,368,48
1,1.0,Core i5,,,1.0,,,,1,,,,0,1,77990,,202,26
1,1.0,Core i5,,,1.0,,,,1,,,,0,2,77990,,187,26
8,1.0,Core i5,,,,,,,1,,,,0,2,179990,,31,3
8,1.0,Core i5,,,,,,,1,,,,0,2,179990,,91,5
1,1.0,Core i5,,,1.0,,,,1,,,,0,2,82990,,844,118
1,1.0,Core i5,,,1.0,,,,1,,,,0,2,87990,,0,0
1,1.0,Core i5,,,1.0,,,,1,,,,0,2,84500,,3,0
6,1.0,Core i5,,,,,,,1,,,,0,2,74190,,21,3
2,1.0,Core i5,,,1.0,,,,1,,,,0,1,64990,,4,0
2,1.0,Core i5,,,1.0,,,,1,,,,1,2,155411,,0,0
2,1.0,Core i5,,,1.0,,,,1,,,,1,2,125394,,0,0
3,1.0,Core i5,,,1.0,,,,1,,,,0,2,49990,,0,0
3,1.0,Core i5,,,1.0,,,,1,,,,0,2,46990,,253,28
6,1.0,Core i5,,,1.0,,,,1,,,,0,1,48990,,470,46
3,1.0,Core i5,,,1.0,,,,1,,,,0,1,59999,,118,28
1,1.0,Core i5,,,1.0,,,,1,,,,0,2,46990,,1444,179
7,1.0,Core i5,,,1.0,,,,1,,,,0,2,52990,,1114,137
2,1.0,Core i5,,,1.0,,,,2,,,,0,2,57999,,0,0
2,1.0,Core i5,,,2.0,,,,1,,,,0,2,52490,,78,17
2,1.0,Core i5,,,1.0,,,,1,,,,0,2,56990,,21,5
3,1.0,Core i5,,,1.0,,,,1,,,,0,2,61990,,73,21
6,1.0,Core i5,,,1.0,,,,2,,,,0,2,58090,,0,0
1,1.0,Core i5,,,1.0,,,,1,,,,0,2,56990,,0,0
3,1.0,Core i5,,,1.0,,,,1,,,,0,2,61597,,0,0
1,1.0,Core i5,,,1.0,,,,1,,,,0,2,81990,,0,0
1,1.0,Core i5,,,1.0,,,,1,,,,0,2,61249,,0,0
6,1.0,Core i5,,,1.0,,,,2,,,,0,2,58990,,0,0
1,1.0,Core i5,,,1.0,,,,1,,,,0,2,83990,,0,0
7,1.0,Core i5,,,3.0,,,,2,,,,0,2,291190,,7,3
7,1.0,Core i5,,,3.0,,,,2,,,,0,2,145990,,715,106
7,1.0,Core i5,,,3.0,,,,2,,,,0,2,179990,,24,5
5,1.0,Core i5,,,1.0,,,,1,,,,0,1,64990,,23,4
5,1.0,Core i5,,,1.0,,,,1,,,,0,2,46790,,3062,325
5,1.0,Core i5,,,1.0,,,,1,,,,0,2,44599,,122,12
3,1.0,Core i5,,,1.0,,,,1,,,,0,2,72964,,18,6
5,1.0,Core i5,,,1.0,,,,2,,,,0,1,48790,,11,1
3,1.0,Core i5,,,1.0,,,,1,,,,0,2,56491,,30,6
1,1.0,Core i5,,,1.0,,,,2,,,,0,1,50990,,1188,127
1,1.0,Core i5,,,1.0,,,,1,,,,0,2,55990,,23,0
3,1.0,Core i5,,,1.0,,,,1,,,,0,2,57990,,32,1
1,1.0,Core i5,,,1.0,,,,1,,,,0,2,52990,,0,0
6,1.0,Core i5,,,1.0,,,,1,,,,0,2,57990,,47,0
3,1.0,Core i5,,,1.0,,,,1,,,,0,2,56990,,27,2
3,1.0,Core i5,,,1.0,,,,1,,,,0,2,55490,,8,3
6,1.0,Core i5,,,1.0,,,,1,,,,0,2,62490,,157,20
1,1.0,Core i5,,,1.0,,,,1,,,,0,2,64990,,10,1
2,1.0,Core i5,,,1.0,,,,1,,,,0,1,59990,,52,4
1,1.0,Core i5,,,1.0,,,,1,,,,0,1,60190,,33,4
1,1.0,Core i5,,,1.0,,,,1,,,,0,2,54490,,343,47
2,1.0,Core i5,,,1.0,,,,1,,,,0,1,60990,,131,17
6,1.0,Core i5,,,1.0,,,,1,,,,0,1,55790,,41,4
1,1.0,Core i5,,,1.0,,,,1,,,,0,1,64990,,328,51
1,1.0,Core i5,,,1.0,,,,1,,,,0,2,58990,,6,1
6,1.0,Core i5,,,1.0,,,,1,,,,0,1,54990,,353,28
5,1.0,Core i5,,,1.0,,,,1,,,,0,1,71990,,127,20
6,1.0,Core i5,,,1.0,,,,1,,,,0,2,69900,,0,0
2,1.0,Core i5,,,1.0,,,,1,,,,0,1,65990,,241,19
1,1.0,Core i5,,,1.0,,,,1,,,,0,2,49990,,22,2
6,1.0,Core i5,,,1.0,,,,1,,,,0,1,58990,,8,1
2,1.0,Core i5,,,1.0,,,,1,,,,0,2,74590,,898,128
1,1.0,Core i5,,,1.0,,,,2,,,,0,2,58990,,1,1
1,1.0,Core i5,,,1.0,,,,1,,,,0,2,64990,,0,0
6,1.0,Core i5,,,1.0,,,,1,,,,0,2,66490,,6,1
6,1.0,Core i5,,,1.0,,,,1,,,,0,2,77900,,179,34
6,1.0,Core i5,,,1.0,,,,1,,,,0,2,67490,,41,5
6,1.0,Core i5,,,1.0,,,,1,,,,0,1,61990,,0,0
6,1.0,Core i5,,,1.0,,,,1,,,,0,1,58990,,114,9
2,1.0,Core i5,,,1.0,,,,1,,,,0,2,74999,,268,25
1,1.0,Core i5,,,1.0,,,,1,,,,0,1,68900,,6,1
6,1.0,Core i5,,,1.0,,,,1,,,,0,2,71695,,153,16
3,1.0,Core i5,,,1.0,,,,1,,,,0,2,62490,,8,0
6,1.0,Core i5,,,1.0,,,,1,,,,0,1,62317,,377,53
7,1.0,Core i5,,,3.0,,,,2,,,,0,2,207290,,0,0
6,1.0,Core i7,,,1.0,,,,1,,,,0,1,87990,,120,21
4,1.0,Core i7,,,1.0,,,,1,,,,0,2,73990,,0,0
4,1.0,Core i7,,,1.0,,,,1,,,,0,2,73990,,0,0
4,1.0,Core i7,,,1.0,,,,1,,,,0,2,73990,,0,0
4,1.0,Core i7,,,1.0,,,,1,,,,0,2,73990,,0,0
4,1.0,Core i7,,,1.0,,,,1,,,,0,2,73990,,0,0
4,1.0,Core i7,,,1.0,,,,1,,,,0,2,73990,,0,0
1,1.0,Core i7,,,1.0,,,,1,,,,0,2,57990,,76,9
1,1.0,Core i7,,,1.0,,,,1,,,,0,2,61990,,11,2
7,1.0,Core i7,,,1.0,,,,1,,,,0,2,79990,,484,56
2,1.0,Core i7,,,1.0,,,,1,,,,0,1,68990,,44,2
2,1.0,Core i7,,,1.0,,,,1,,,,1,1,85990,,77,10
2,1.0,Core i7,,,1.0,,,,1,,,,0,1,99990,,11,3
1,1.0,Core i7,,,1.0,,,,1,,,,0,1,77990,,21,5
2,1.0,Core i7,,,1.0,,,,1,,,,0,2,79990,,5,2
5,1.0,Core i7,,,1.0,,,,1,,,,0,1,93190,,4,0
1,1.0,Core i7,,,,,,,1,,,,0,1,94990,,0,0
2,1.0,Core i7,,,1.0,,,,1,,,,1,1,84990,,13,2
7,1.0,Core i7,,,1.0,,,,1,,,,0,2,57990,,15,0
5,1.0,Core i7,,,1.0,,,,1,,,,1,1,102990,,11,2
6,1.0,Core i7,,,1.0,,,,1,,,,0,2,99990,,0,0
1,1.0,Core i7,,,1.0,,,,1,,,,0,2,94990,,118,15
5,1.0,Core i7,,,1.0,,,,1,,,,1,1,104000,,0,0
7,1.0,Core i7,,,1.0,,,,1,,,,0,2,76990,,0,0
5,1.0,Core i7,,,1.0,,,,1,,,,0,1,90190,,6,1
2,1.0,Core i7,,,1.0,,,,2,,,,1,2,88488,,0,0
7,1.0,Core i7,,,1.0,,,,1,,,,0,2,109990,,138,30
7,1.0,Core i7,,,1.0,,,,1,,,,0,2,86990,,0,0
7,1.0,Core i7,,,,,,,1,,,,0,2,89990,,0,0
5,1.0,Core i7,,,4.0,,,,1,,,,1,1,239759,,0,0
1,1.0,Core i7,,,1.0,,,,1,,,,0,1,78990,,35,4
6,1.0,Core i7,,,2.0,,,,1,,,,0,1,121890,,3,0
1,1.0,Core i7,,,4.0,,,,1,,,,0,2,85990,,18,0
7,1.0,Core i7,,,1.0,,,,1,,,,0,2,94990,,0,0
5,1.0,Core i7,,,1.0,,,,1,,,,0,1,92000,,8,1
5,1.0,Core i7,,,1.0,,,,1,,,,1,2,162990,,3,1
6,1.0,Core i7,,,,,,,1,,,,0,1,135300,,5,2
7,1.0,Core i7,,,1.0,,,,1,,,,0,2,64990,,33,5
2,1.0,Core i7,,,1.0,,,,1,,,,0,2,174527,,0,0
2,1.0,Core i7,,,1.0,,,,1,,,,0,2,162299,,0,0
6,1.0,Core i7,,,1.0,,,,1,,,,1,1,109190,,0,0
5,1.0,Core i7,,,1.0,,,,1,,,,1,1,99999,,0,0
7,1.0,Core i7,,,1.0,,,,1,,,,0,2,104990,,85,9
1,1.0,Core i7,,,,,,,1,,,,1,2,109990,,0,0
1,1.0,Core i7,,,2.0,,,,1,,,,0,2,99990,,30,7
2,1.0,Core i7,,,1.0,,,,1,,,,0,2,244801,,0,0
1,1.0,Core i7,,,,,,,1,,,,0,2,94990,,0,0
2,1.0,Core i7,,,1.0,,,,1,,,,0,1,86000,,0,0
2,1.0,Core i7,,,1.0,,,,2,,,,0,2,162399,,0,0
5,1.0,Core i7,,,1.0,,,,2,,,,0,2,119599,,0,0
2,1.0,Core i7,,,4.0,,,,1,,,,0,2,211753,,0,0
2,1.0,Core i7,,,1.0,,,,2,,,,0,2,110999,,0,0
6,1.0,Core i7,,,1.0,,,,1,,,,0,2,99990,,0,0
1,1.0,Core i7,,,4.0,,,,1,,,,0,2,81990,,40,4
7,1.0,Core i7,,,1.0,,,,1,,,,0,2,66990,,1639,230
7,1.0,Core i7,,,1.0,,,,1,,,,0,2,84990,,498,64
1,1.0,Core i7,,,,,,,1,,,,1,1,104990,,0,0
1,1.0,Core i7,,,,,,,1,,,,1,2,134990,,0,0
1,1.0,Core i7,,,1.0,,,,1,,,,0,2,98990,,445,56
5,1.0,Core i7,,,1.0,,,,1,,,,0,1,144690,,17,4
1,1.0,Core i7,,,,,,,1,,,,0,2,99990,,0,0
7,1.0,Core i7,,,1.0,,,,1,,,,0,2,119990,,20,3
1,1.0,Core i7,,,1.0,,,,2,,,,0,2,194990,,0,0
1,1.0,Core i7,,,4.0,,,,1,,,,0,1,124990,,17,1
6,1.0,Core i7,,,1.0,,,,1,,,,0,2,122410,,0,0
5,1.0,Core i7,,,1.0,,,,1,,,,1,2,179990,,13,5
7,1.0,Core i7,,,1.0,,,,1,,,,1,2,154990,,3,2
2,1.0,Core i7,,,,,,,1,,,,0,1,122990,,4,2
1,1.0,Core i7,,,1.0,,,,1,,,,1,2,224990,,9,0
7,1.0,Core i7,,,,,,,1,,,,0,2,279990,,0,0
5,1.0,Core i7,,,1.0,,,,1,,,,0,2,121990,,0,0
5,1.0,Core i7,,,1.0,,,,1,,,,0,2,116990,,0,0
2,1.0,Core i7,,,1.0,,,,1,,,,0,2,151098,,7,0
7,1.0,Core i7,,,1.0,,,,1,,,,0,2,129990,,14,3
5,1.0,Core i7,,,,,,,1,,,,1,2,149999,,0,0
7,1.0,Core i7,,,1.0,,,,1,,,,0,2,139990,,4,2
3,1.0,Core i7,,,1.0,,,,1,,,,0,2,129990,,54,7
5,1.0,Core i7,,,1.0,,,,1,,,,0,1,171990,,0,0
6,1.0,Core i7,,,1.0,,,,1,,,,0,1,93955,,4,0
1,1.0,Core i7,,,1.0,,,,1,,,,0,2,234990,,0,0
5,1.0,Core i7,,,,,,,1,,,,1,1,128500,,3,1
2,1.0,Core i7,,,1.0,,,,1,,,,1,1,102990,,16,2
1,1.0,Core i7,,,,,,,1,,,,1,2,119990,,8,1
1,1.0,Core i7,,,1.0,,,,2,,,,0,2,120980,,0,0
1,1.0,Core i7,,,1.0,,,,2,,,,0,2,157249,,7,0
2,1.0,Core i7,,,1.0,,,,1,,,,0,2,229900,,0,0
1,1.0,Core i7,,,1.0,,,,1,,,,0,2,131500,,0,0
1,1.0,Core i7,,,4.0,,,,1,,,,0,2,154990,,3,0
1,1.0,Core i7,,,4.0,,,,1,,,,0,2,165990,,0,0
2,1.0,Core i7,,,,,,,1,,,,0,2,119990,,2,1
1,1.0,Core i7,,,4.0,,,,1,,,,0,2,167990,,0,0
5,1.0,Core i7,,,,,,,1,,,,1,2,165000,,0,0
4,1.0,Core i7,,,1.0,,,,1,,,,0,2,62990,,207,49
2,1.0,Core i7,,,3.0,,,,1,,,,0,1,85990,,7,2
5,1.0,Core i7,,,1.0,,,,1,,,,0,1,94990,,0,0
5,1.0,Core i7,,,1.0,,,,1,,,,0,1,136990,,0,0
2,1.0,Core i7,,,1.0,,,,1,,,,0,1,234990,,0,0
3,1.0,Core i7,,,1.0,,,,1,,,,0,2,159990,,4,0
1,1.0,Core i7,,,4.0,,,,1,,,,0,2,233990,,0,0
1,1.0,Core i7,,,1.0,,,,1,,,,0,2,93990,,0,0
5,1.0,Core i7,,,1.0,,,,1,,,,0,2,116941,,0,0
7,1.0,Core i7,,,1.0,,,,1,,,,0,2,63990,,794,83
1,1.0,Core i7,,,1.0,,,,1,,,,0,2,66990,,25,4
1,1.0,Core i7,,,1.0,,,,2,,,,0,2,82500,,0,0
3,1.0,Core i7,,,1.0,,,,1,,,,0,2,119990,,2038,313
7,1.0,Core i7,,,1.0,,,,1,,,,0,2,159990,,0,0
1,1.0,Core i7,,,1.0,,,,1,,,,0,2,98912,,0,0
3,1.0,Core i7,,,1.0,,,,1,,,,0,2,92990,,214,37
3,1.0,Core i7,,,1.0,,,,2,,,,0,2,119990,,342,54
3,1.0,Core i9,,,1.0,,,,1,,,,0,2,169990,,0,0
3,1.0,Core i9,,,1.0,,,,1,,,,0,2,139990,,0,0
7,1.0,Core i9,,,1.0,,,,1,,,,0,2,192990,,0,0
1,1.0,Core i9,,,,,,,1,,,,0,2,299990,,0,0
1,1.0,Core i9,,,1.0,,,,1,,,,1,2,269990,,8,1
1,1.0,Core i9,,,1.0,,,,1,,,,0,2,139990,,0,0
2,1.0,Core i9,,,1.0,,,,2,,,,0,2,265998,,0,0
1,1.0,Core i9,,,1.0,,,,2,,,,0,2,441990,,1,1
7,1.0,Core i5,,,3.0,,,,2,,,,0,2,86990,,218,27
7,1.0,Core i5,,,3.0,,,,2,,,,0,2,109990,,78,16
7,1.0,Core i5,,,3.0,,,,2,,,,0,2,109590,,5,2
1,1.0,Core i7,,,,,,,2,,,,0,2,146490,,2,1
8,,M1,,,1.0,,,,1,,,,0,2,85990,,6725,629
8,,M1,,,1.0,,,,1,,,,0,2,112990,,640,70
8,,M1,,,1.0,,,,1,,,,0,2,104990,,45,4
8,,M1,,,1.0,,,,1,,,,0,2,112990,,640,70
8,,M1,,,1.0,,,,1,,,,0,2,132990,,640,70
8,,M1,,,1.0,,,,1,,,,0,2,104990,,45,4
8,,M1,,,1.0,,,,1,,,,0,2,85990,,6725,629
8,,M1,,,1.0,,,,1,,,,0,2,149990,,640,70
8,,M1,,,1.0,,,,1,,,,0,2,125990,,399,45
8,,M1,,,1.0,,,,1,,,,0,2,103990,,809,91
8,,M1,,,1.0,,,,1,,,,0,2,101990,,809,91
8,,M1,,,1.0,,,,1,,,,0,2,104990,,6725,629
8,,M1,,,1.0,,,,1,,,,0,2,131990,,399,45
8,,M1,,,1.0,,,,1,,,,0,2,128990,,45,4
8,,M1,,,1.0,,,,1,,,,0,2,184990,,42,8
8,,M1,,,1.0,,,,1,,,,0,2,225990,,42,8
8,,M1,,,1.0,,,,1,,,,0,2,124990,,45,4
8,,M1,,,1.0,,,,1,,,,0,2,104990,,6725,629
8,,M1,,,1.0,,,,1,,,,0,2,149990,,640,70
8,,M1,,,1.0,,,,1,,,,0,2,169990,,640,70
8,,M1,,,1.0,,,,1,,,,0,2,225990,,42,8
8,,M1,,,1.0,,,,1,,,,0,2,243990,,42,8
8,,M1,,,1.0,,,,1,,,,0,2,309990,,3,1
8,,M1,,,1.0,,,,1,,,,0,2,225990,,42,8
1,1.0,Pentium Quad,,,,,,,1,,,,0,2,45990,,0,0
1,1.0,Pentium Quad,,,1.0,,,,2,,,,1,2,58100,,0,0
1,1.0,Pentium Quad,,,,,,,1,,,,1,2,62990,,0,0
5,1.0,Pentium Quad,,,1.0,,,,1,,,,0,1,32990,,77,9
1,1.0,Pentium Quad,,,1.0,,,,1,,,,0,1,33990,,6,0
3,1.0,Pentium Quad,,,1.0,,,,1,,,,0,2,30990,,465,89
6,1.0,Pentium Quad,,,1.0,,,,1,,,,0,2,36000,,102,16
1,1.0,Pentium Quad,,,1.0,,,,1,,,,0,1,32990,,7,1
6,1.0,Pentium Quad,,,1.0,,,,1,,,,0,2,35990,,0,0
1,1.0,Pentium Quad,,,3.0,,,,1,,,,0,2,27990,,0,0
1,1.0,Pentium Quad,,,1.0,,,,1,,,,0,2,25990,,4741,658
1,1.0,Pentium Quad,,,1.0,,,,1,,,,0,2,25990,,2736,350
1,1.0,Pentium Quad,,,1.0,,,,1,,,,0,2,30780,,0,0
5,2.0,Ryzen 3,,,1.0,,,,1,,,,0,2,37990,,2214,241
1,2.0,Ryzen 3,,,1.0,,,,1,,,,0,2,35990,,2886,375
6,2.0,Ryzen 3,,,1.0,,,,1,,,,0,2,39490,,34,4
6,2.0,Ryzen 3,,,1.0,,,,1,,,,0,2,36990,,137,15
6,2.0,Ryzen 3,,,1.0,,,,1,,,,0,2,39990,,7,0
1,2.0,Ryzen 3,,,1.0,,,,1,,,,0,2,33690,,170,26
6,2.0,Ryzen 3,,,1.0,,,,1,,,,0,2,40590,,0,0
1,2.0,Ryzen 3,,,1.0,,,,1,,,,0,2,37990,,39,3
1,2.0,Ryzen 3,,,1.0,,,,1,,,,0,1,34500,,2886,375
3,2.0,Ryzen 3,,,1.0,,,,1,,,,0,2,36990,,11,2
5,2.0,Ryzen 3,,,1.0,,,,1,,,,0,2,43490,,163,33
5,2.0,Ryzen 3,,,1.0,,,,1,,,,0,1,41490,,153,21
3,2.0,Ryzen 3,,,1.0,,,,1,,,,0,2,34990,,0,0
5,2.0,Ryzen 3,,,1.0,,,,1,,,,0,1,44490,,267,42
6,2.0,Ryzen 3,,,1.0,,,,1,,,,0,2,40590,,0,0
6,2.0,Ryzen 3,,,1.0,,,,1,,,,0,2,42090,,3,0
6,2.0,Ryzen 3,,,1.0,,,,1,,,,0,1,35990,,59,12
5,2.0,Ryzen 3,,,1.0,,,,1,,,,0,1,39490,,7291,895
6,2.0,Ryzen 3,,,1.0,,,,1,,,,0,2,37390,,38,5
6,2.0,Ryzen 3,,,1.0,,,,1,,,,0,1,52632,,0,0
6,2.0,Ryzen 3,,,1.0,,,,1,,,,0,1,39990,,409,39
6,2.0,Ryzen 3,,,1.0,,,,1,,,,0,2,43990,,0,0
5,2.0,Ryzen 3,,,1.0,,,,1,,,,0,2,32917,,353,58
2,2.0,Ryzen 3,,,1.0,,,,1,,,,0,2,34990,,38,6
6,2.0,Ryzen 3,,,1.0,,,,1,,,,0,2,39990,,18,4
5,2.0,Ryzen 3,,,1.0,,,,1,,,,0,1,41999,,3524,432
6,2.0,Ryzen 5,,,1.0,,,,1,,,,0,1,41990,,939,107
6,2.0,Ryzen 5,,,1.0,,,,1,,,,0,2,44490,,14,1
6,2.0,Ryzen 5,,,1.0,,,,1,,,,0,1,41990,,649,84
6,2.0,Ryzen 5,,,1.0,,,,1,,,,0,1,44490,,8,2
7,2.0,Ryzen 5,,,1.0,,,,1,,,,0,2,49990,,0,0
6,2.0,Ryzen 5,,,1.0,,,,1,,,,0,2,44390,,276,24
5,2.0,Ryzen 5,,,1.0,,,,1,,,,0,2,57990,,4740,532
2,2.0,Ryzen 5,,,1.0,,,,1,,,,0,1,56990,,162,15
2,2.0,Ryzen 5,,,1.0,,,,1,,,,0,2,48990,,219,27
5,2.0,Ryzen 5,,,1.0,,,,1,,,,0,1,49970,,193,28
7,2.0,Ryzen 5,,,1.0,,,,1,,,,0,2,47990,,562,89
5,2.0,Ryzen 5,,,1.0,,,,1,,,,0,1,48990,,45,5
3,2.0,Ryzen 5,,,,,,,1,,,,0,2,53990,,7,0
2,2.0,Ryzen 5,,,1.0,,,,1,,,,0,1,52990,,39,5
3,2.0,Ryzen 5,,,1.0,,,,1,,,,0,2,43990,,0,0
2,2.0,Ryzen 5,,,1.0,,,,1,,,,0,2,59490,,92,10
7,2.0,Ryzen 5,,,1.0,,,,1,,,,0,2,64990,,469,80
6,2.0,Ryzen 5,,,1.0,,,,1,,,,0,2,47490,,2,1
5,2.0,Ryzen 5,,,1.0,,,,1,,,,0,2,59990,,1978,188
2,2.0,Ryzen 5,,,1.0,,,,1,,,,0,2,69990,,9,0
5,2.0,Ryzen 5,,,1.0,,,,1,,,,0,2,58990,,1049,134
6,2.0,Ryzen 5,,,1.0,,,,1,,,,0,2,59490,,74,18
5,2.0,Ryzen 5,,,1.0,,,,1,,,,0,1,67500,,196,19
5,2.0,Ryzen 5,,,1.0,,,,2,,,,0,2,48990,,17,1
1,2.0,Ryzen 5,,,1.0,,,,1,,,,1,1,62450,,172,36
1,2.0,Ryzen 5,,,1.0,,,,1,,,,0,2,58990,,324,34
5,2.0,Ryzen 5,,,1.0,,,,1,,,,0,1,57999,,86,15
1,2.0,Ryzen 5,,,1.0,,,,1,,,,0,2,56990,,4,1
5,2.0,Ryzen 5,,,1.0,,,,1,,,,0,1,72990,,16,4
5,2.0,Ryzen 5,,,1.0,,,,1,,,,0,1,65990,,104,18
5,2.0,Ryzen 5,,,1.0,,,,1,,,,1,1,98020,,0,0
5,2.0,Ryzen 5,,,1.0,,,,1,,,,0,1,63990,,90,13
1,2.0,Ryzen 5,,,1.0,,,,2,,,,0,1,49890,,6,1
6,2.0,Ryzen 5,,,1.0,,,,1,,,,0,1,49990,,47,7
6,2.0,Ryzen 5,,,1.0,,,,1,,,,0,1,59490,,0,0
5,2.0,Ryzen 5,,,1.0,,,,1,,,,1,1,73999,,206,27
6,2.0,Ryzen 5,,,1.0,,,,1,,,,0,1,60990,,183,42
6,2.0,Ryzen 5,,,1.0,,,,1,,,,0,2,76190,,358,64
2,2.0,Ryzen 5,,,,,,,1,,,,1,1,74798,,0,0
1,2.0,Ryzen 5,,,1.0,,,,1,,,,0,2,58990,,88,13
5,2.0,Ryzen 5,,,1.0,,,,2,,,,0,2,68100,,0,0
2,2.0,Ryzen 5,,,1.0,,,,1,,,,1,1,77990,,0,0
5,2.0,Ryzen 5,,,1.0,,,,1,,,,0,1,55090,,364,52
1,2.0,Ryzen 5,,,,,,,1,,,,1,2,91990,,0,0
5,2.0,Ryzen 5,,,1.0,,,,1,,,,0,1,84208,,0,0
3,2.0,Ryzen 5,,,1.0,,,,1,,,,0,2,44990,,313,39
5,2.0,Ryzen 5,,,1.0,,,,1,,,,0,1,53490,,826,118
2,2.0,Ryzen 5,,,1.0,,,,1,,,,0,2,76498,,0,0
6,2.0,Ryzen 5,,,1.0,,,,1,,,,0,2,98920,,0,0
7,2.0,Ryzen 5,,,1.0,,,,1,,,,0,2,54990,,1410,203
3,2.0,Ryzen 5,,,1.0,,,,1,,,,0,2,49990,,47,6
5,2.0,Ryzen 5,,,1.0,,,,2,,,,0,2,52380,,0,0
3,2.0,Ryzen 5,,,1.0,,,,1,,,,0,2,49990,,6,1
5,2.0,Ryzen 5,,,1.0,,,,1,,,,0,1,52500,,741,67
1,2.0,Ryzen 5,,,1.0,,,,1,,,,0,1,49990,,14,2
3,2.0,Ryzen 5,,,1.0,,,,1,,,,0,2,75999,,0,0
1,2.0,Ryzen 5,,,1.0,,,,1,,,,0,2,80990,,0,0
2,2.0,Ryzen 5,,,1.0,,,,2,,,,0,2,59900,,3,0
5,2.0,Ryzen 5,,,1.0,,,,1,,,,0,1,54590,,349,69
6,2.0,Ryzen 5,,,1.0,,,,1,,,,1,1,75500,,0,0
5,2.0,Ryzen 5,,,1.0,,,,1,,,,0,1,51890,,519,48
1,2.0,Ryzen 5,,,1.0,,,,1,,,,0,2,78000,,3,0
5,2.0,Ryzen 5,,,1.0,,,,1,,,,0,1,59999,,19,1
5,2.0,Ryzen 5,,,1.0,,,,1,,,,0,1,64990,,8,1
6,2.0,Ryzen 5,,,1.0,,,,2,,,,0,2,57900,,3,1
2,2.0,Ryzen 5,,,,,,,1,,,,1,1,81978,,0,0
5,2.0,Ryzen 5,,,1.0,,,,1,,,,0,2,59990,,1480,151
6,2.0,Ryzen 5,,,1.0,,,,1,,,,0,2,49490,,31,3
1,2.0,Ryzen 5,,,1.0,,,,1,,,,0,2,54990,,18,3
2,2.0,Ryzen 5,,,1.0,,,,1,,,,0,2,68500,,271,24
1,2.0,Ryzen 5,,,1.0,,,,1,,,,0,2,54990,,49,6
1,2.0,Ryzen 5,,,1.0,,,,2,,,,0,1,54990,,474,65
2,2.0,Ryzen 5,,,1.0,,,,1,,,,0,1,63990,,861,116
5,2.0,Ryzen 5,,,1.0,,,,1,,,,0,2,80000,,34,6
